,키워드,"PC
 검색량","MB
 검색량","전체
 검색량",속성,"지식인
글개수
","카페
 글개수","인플
 글개수","블로그
 글개수",1탭,2탭,3탭,4탭,5탭,6탭,7탭,8탭,9탭,10탭,접촉지점,"탭순서
갱신일",파워링크,브랜드컨텐츠,가격비교,네플스,클립,,관련문서,,,,,,,,,,인기글7,,인기글3,,스마트블록,뉴스,,웹문서,,동영상,,이미지,확인일,자리상단하단
1716,실내사우나,30,80,110,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,웹문서,,,,,,🤔 보류,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,실내방향제,"2,470","12,100","14,570",-,0,1,0,3,파워링크,네이버 쇼핑 인기 상품,웹문서,함께 많이 찾는,네이버 클립,인플루언서서비스 홈 바로가기,상품리뷰 인기글,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,신혼집집들이선물,330,"1,380","1,710",-,0,4,2,3,파워링크,네이버 클립,네이버플러스 스토어,선물샵,함께 많이 찾는,인기글,이미지,웹문서,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,신혼집선물,260,870,"1,130",-,0,0,2,0,파워링크,네이버플러스 스토어,선물샵,함께 많이 찾는,네이버 클립,이미지,웹문서,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,신혼집들이선물,290,790,"1,080",-,0,2,0,5,파워링크,네이버 클립,네이버플러스 스토어,선물샵,함께 많이 찾는,상품리뷰 인기글,이미지,웹문서,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,신혼선물,170,950,"1,120",-,0,0,0,0,파워링크,네이버플러스 스토어,선물샵,함께 많이 찾는,이미지,웹문서,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,신촌헬스장,580,"1,490","2,070",-,0,1,0,7,파워링크,함께 많이 찾는,스포츠 인기글,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,신촌헬스,30,120,150,-,0,0,0,2,파워링크,함께 많이 찾는,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,신촌역피부과,140,400,540,-,0,0,0,0,파워링크,함께 많이 찾는,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,신장결석,"1,180","5,370","6,550",-,3,9,3,6,파워링크,AI 브리핑,건강 소식,지식iN 의사 답변,함께 찾는 질병,관련 경험 카페글,신장결석' 브랜드 콘텐츠,인플루언서서비스 홈 바로가기,이미지,함께 많이 찾는,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,신우신염,"4,990","29,200","34,190",-,3,3,3,7,파워링크,AI 브리핑,건강 소식,지식iN 의사 답변,함께 찾는 질병,건강·의학 브랜드 콘텐츠,인플루언서서비스 홈 바로가기,이미지,함께 많이 찾는,관련문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,신용산필라테스,40,120,160,-,0,1,0,10,파워링크,관련문서,네이버 클립,함께 많이 찾는,관련문서,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,신신파프,330,590,920,-,0,1,0,6,파워링크,네이버 가격비교,네이버플러스 스토어,네이버 클립,상품리뷰 인기글,웹문서,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,신신파스아렉스,810,"5,670","6,480",-,0,1,0,6,AI 브리핑,건강 주제 네이버 메이트,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,건강·의학 인기글,웹문서,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,신사정형외과,80,"1,240","1,320",-,1,3,1,5,파워링크,이미지,함께 많이 찾는,관련문서,웹문서,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,신사역정형외과,230,"1,120","1,350",-,1,2,1,4,파워링크,관련문서,함께 많이 찾는,관련문서,웹문서,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,신사동정형외과,60,190,250,-,0,4,1,5,파워링크,함께 많이 찾는,관련문서,뉴스,웹문서,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,신부님선물,10,110,120,-,0,4,0,5,파워링크,네이버플러스 스토어,선물샵,함께 많이 찾는,인기글,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,신문꽂이,40,100,140,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,신림한의원,220,600,820,-,2,4,2,5,파워링크,함께 많이 찾는,관련문서,최신 콘텐츠노출기준,뉴스,웹문서,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,신림정형외과,"1,130","1,920","3,050",-,2,3,2,3,파워링크,함께 많이 찾는,관련문서,웹문서,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,신림역정형외과,580,840,"1,420",-,0,5,0,2,파워링크,함께 많이 찾는,건강·의학 인기글,웹문서,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,신림동한의원,60,160,220,-,3,3,3,6,파워링크,관련문서,함께 많이 찾는,관련문서,웹문서,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,신림동정형외과,370,340,710,-,1,2,1,7,파워링크,관련문서,함께 많이 찾는,관련문서,웹문서,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,신림도수치료,120,90,210,-,0,2,0,5,파워링크,함께 많이 찾는,인기글,웹문서,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,신도림한의원,600,580,"1,180",-,0,5,0,5,파워링크,관련문서,함께 많이 찾는,관련문서,웹문서,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,신도림정형외과,690,"4,390","5,080",-,1,4,1,5,파워링크,네이버 클립,함께 많이 찾는,관련문서,웹문서,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,신도림재활병원,5,100,105,-,1,2,1,2,파워링크,관련문서,이미지,웹문서,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,신도림역한의원,390,140,530,-,0,3,0,7,파워링크,관련문서,함께 많이 찾는,관련문서,웹문서,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,신도림신경외과,60,400,460,-,0,1,0,5,파워링크,관련문서,함께 많이 찾는,관련문서,웹문서,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,신당정형외과,60,200,260,-,2,2,2,4,파워링크,관련문서,이미지,관련문서,웹문서,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,신경치료후통증,820,"7,730","8,550",-,5,3,5,6,파워링크,AI 브리핑,건강 주제 네이버 메이트,네이버 클립,브랜드 콘텐츠,이미지,함께 많이 찾는,관련문서,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,신경치료,770,"5,270","6,040",-,3,4,3,6,파워링크,AI 브리핑,건강 소식,지식iN 의사 답변,함께 찾는 질병,인플루언서서비스 홈 바로가기,네이버 가격비교,네이버플러스 스토어,이미지,함께 많이 찾는,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,신경차단술효과기간,10,150,160,-,2,3,2,6,AI 브리핑,건강 주제 네이버 메이트,파워링크,관련문서,함께 많이 찾는,관련문서,이미지,웹문서,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,신경차단술횟수,30,110,140,-,3,3,3,3,AI 브리핑,건강 주제 네이버 메이트,관련문서,파워링크,함께 많이 찾는,관련문서,이미지,웹문서,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,신경차단술주사비용,30,400,430,-,3,7,4,4,AI 브리핑,관련문서,파워링크,함께 많이 찾는,관련문서,이미지,웹문서,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,신경주사,180,"1,330","1,510",-,2,4,2,5,파워링크,건강 주제 네이버 메이트,뉴스,네이버 클립,함께 많이 찾는,관련문서,이미지,웹문서,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,신경인성방광,160,580,740,-,3,2,3,4,파워링크,AI 브리핑,건강 소식하단 정보 열고 닫기 버튼,진료 관련 통계하단 정보 열고 닫기 버튼,함께 찾는 질병,함께 많이 찾는,관련문서,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,신경외과전문의,50,190,240,-,1,3,1,1,파워링크,AI 브리핑,교육 주제 네이버 메이트,관련문서,이미지,함께 많이 찾는,관련문서,네이버 도서,웹문서,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,신경외과의원,40,220,260,-,0,4,0,3,파워링크,관련문서,함께 많이 찾는,관련문서,웹문서,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,신경외과유명한곳,100,"1,370","1,470",-,0,6,0,3,파워링크,네이버 클립,함께 많이 찾는,건강·의학 인기글,웹문서,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,신경외과병원,70,"1,080","1,150",-,0,5,0,5,파워링크,네이버 클립,함께 많이 찾는,관련문서,웹문서,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,신경외과명의,80,490,570,-,1,3,1,6,파워링크,관련문서,이미지,함께 많이 찾는,관련문서,네이버 클립,웹문서,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,신경외과,"5,490","58,200","63,690",-,2,5,2,3,파워링크,건강·의학 브랜드 콘텐츠,네이버 클립,함께 많이 찾는,관련문서,웹문서,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,신경성형술후기,10,130,140,-,2,5,2,7,관련문서,파워링크,함께 많이 찾는,관련문서,이미지,웹문서,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,신경성형술비용,50,530,580,-,2,7,2,3,파워링크,관련문서,함께 많이 찾는,관련문서,이미지,웹문서,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,신경성형술,650,"2,890","3,540",-,2,4,2,5,파워링크,AI 브리핑,건강 소식,지식iN 의사 답변,함께 찾는 질병,건강·의학 브랜드 콘텐츠,네이버 클립,이미지,네이버 가격비교,네이버플러스 스토어,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,신경내과,220,"1,780","2,000",-,2,5,2,4,파워링크,네이버 클립,함께 많이 찾는,관련문서,이미지,웹문서,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,신경과의원,130,630,760,-,0,4,0,5,파워링크,네이버 클립,함께 많이 찾는,관련문서,웹문서,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,신경과병원,300,"3,490","3,790",-,1,5,1,3,파워링크,관련문서,네이버 클립,함께 많이 찾는,관련문서,웹문서,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,신경과명의,150,"1,230","1,380",-,1,5,1,5,파워링크,관련문서,함께 많이 찾는,관련문서,네이버 클립,이미지,웹문서,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,식욕부진원인,30,300,330,-,3,7,3,4,AI 브리핑,항암 치료 후 식욕 부진 회복을 위한 관리 방법,파워링크,함께 많이 찾는,관련문서,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,식도협착증증상,20,150,170,-,3,4,3,4,파워링크,관련문서,함께 많이 찾는,관련문서,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,시흥내과,100,430,530,-,2,3,2,5,파워링크,관련문서,함께 많이 찾는,관련문서,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,시카케어밴드,200,"1,570","1,770",-,0,4,0,2,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,네이버 클립,인플루언서서비스 홈 바로가기,육아·결혼 인기글,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,시청정형외과,20,100,120,-,2,3,2,4,파워링크,관련문서,함께 많이 찾는,관련문서,이미지,웹문서,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,시원한방석,360,920,"1,280",-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,네이버 클립,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,시원한매트리스,50,230,280,-,1,5,2,7,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,관련문서,인테리어·DIY 브랜드 콘텐츠,뉴스,관련문서,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,시원재활의학과,50,470,520,-,0,3,0,4,관련문서,이미지,함께 많이 찾는,관련문서,웹문서,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,시어머님생신선물,120,560,680,-,0,6,0,2,파워링크,네이버플러스 스토어,선물샵,함께 많이 찾는,인기글,네이버 클립,이미지,웹문서,,,🤔 보류,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,시어머니환갑선물,40,210,250,-,3,8,3,5,네이버플러스 스토어,선물샵,관련문서,파워링크,함께 많이 찾는,관련문서,이미지,웹문서,,,🤔 보류,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,시어머니선물,120,570,690,-,0,6,0,1,파워링크,네이버플러스 스토어,선물샵,함께 많이 찾는,상품리뷰 인기글,이미지,웹문서,,,,🤔 보류,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,시신경,160,910,"1,070",-,0,3,0,7,파워링크,AI 브리핑,네이버 클립,이미지,뉴스,함께 많이 찾는,관련문서,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,시스템침대,30,110,140,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,시디즈,"26,900","39,000","65,900",-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,증권,(주)시디즈,함께 많이 찾는,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,시댁선물,70,340,410,-,0,5,0,2,파워링크,네이버플러스 스토어,선물샵,함께 많이 찾는,인기글,웹문서,,,,,🤔 보류,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,슬링운동,100,250,350,-,0,3,0,5,파워링크,건강 주제 네이버 메이트,관련문서,이미지,함께 많이 찾는,관련문서,네이버 가격비교,네이버플러스 스토어,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,슬림매트리스,40,130,170,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,슬리밍크림,40,180,220,-,0,0,0,0,네이버 가격비교,네이버플러스 스토어,파워링크,함께 많이 찾는,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,슬룸허리편한케어,40,290,330,-,0,1,0,7,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,관련문서,관련문서,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,슬룸허리베개,30,350,380,-,0,1,0,6,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,상품리뷰 인기글,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,슬개건보호대,240,550,790,-,0,1,0,5,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,스포츠 인기글,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,스프링무릎보호대,10,100,110,-,0,3,0,6,네이버 가격비교,네이버플러스 스토어,파워링크,함께 많이 찾는,관련문서,관련문서,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,스포츠무릎보호대,30,180,210,-,2,3,2,9,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,관련문서,관련문서,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,스포츠마사지크림,80,360,440,-,0,3,0,4,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,패션·미용 인기글,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,스포츠겔,50,180,230,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,웹문서,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,스팀사우나,20,110,130,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,웹문서,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,스트레칭봉,390,"1,730","2,120",-,0,2,0,5,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,건강·의학 인기글,이미지,뉴스,웹문서,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,스트레칭보드,830,"5,020","5,850",-,0,0,0,1,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,인플루언서서비스 홈 바로가기,웹문서,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,스트레칭매트,220,670,890,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,네이버 클립,웹문서,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,스트레스,"4,000","7,440","11,440",-,0,13,0,6,파워링크,AI 브리핑,함께 찾는 질병,관련 경험 카페글,스트레스' 브랜드 콘텐츠,네이버 클립,네이버 가격비교,네이버플러스 스토어,이미지,뉴스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,스톤헨지목걸이,"2,020","20,800","22,820",-,0,2,0,5,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,인플루언서서비스 홈 바로가기,패션·미용 인기글,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,스테리스트립,"1,690","9,290","10,980",-,2,7,2,8,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,관련문서,관련문서,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,스테로이드주사,610,"7,970","8,580",-,5,5,5,6,파워링크,AI 브리핑,지식iN 의사 답변,함께 찾는 질병,함께 많이 찾는,관련문서,네이버 클립,이미지,웹문서,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,스탠딩테이블,600,900,"1,500",-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,네이버 클립,함께 많이 찾는,웹문서,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,스타벅스우산,"2,420","15,300","17,720",-,0,0,2,0,파워링크,네이버 가격비교,네이버플러스 스토어,네이버 클립,함께 많이 찾는,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,스쿼트벨트,20,130,150,-,0,0,0,1,네이버 가격비교,네이버플러스 스토어,파워링크,함께 많이 찾는,웹문서,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,슈퍼싱글매트리스사이즈,510,"1,960","2,470",-,0,4,0,8,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,침대 매트리스 크기,관련문서,관련문서,이미지,관련문서,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,슈퍼싱글매트리스,"3,120","20,400","23,520",-,0,3,0,1,파워링크,네이버 가격비교,네이버플러스 스토어,네이버 클립,함께 많이 찾는,지금 볼만한 브랜드,인테리어·DIY 인기글,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,슈로스,180,900,"1,080",-,3,4,3,9,파워링크,네이버 클립,관련문서,네이버 가격비교,네이버플러스 스토어,이미지,함께 많이 찾는,관련문서,웹문서,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,쉐이퍼,120,730,850,-,0,1,0,6,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,패션·미용 인기글,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,순금1돈,"1,900","11,700","13,600",-,3,3,4,9,파워링크,금 계산기,국내 금(원/g),최신 컨텐츠,시장 동향하단 정보 열고 닫기 버튼,전문 콘텐츠하단 정보 열고 닫기 버튼,국내 금 관련 ETF,토론방 인기글,네이버 가격비교,네이버플러스 스토어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,순금1g,"1,760","7,510","9,270",-,2,2,2,12,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,금 계산기,국내 금(원/g),최신 컨텐츠,시장 동향하단 정보 열고 닫기 버튼,전문 콘텐츠하단 정보 열고 닫기 버튼,토론방 인기글,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,숙면베게,40,350,390,-,0,0,0,0,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,웹문서,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,숙면베개,320,"3,160","3,480",-,0,2,0,2,파워링크,네이버 가격비교,네이버플러스 스토어,함께 많이 찾는,뮤직,상품리뷰 인기글,웹문서,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,수유의자,"1,520","11,300","12,820",-,0,1,0,5,파워링크,네이버 쇼핑 인기 상품,웹문서,네이버 클립,함께 많이 찾는,인플루언서서비스 홈 바로가기,육아·결혼 인기글,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,수유리클라이너,20,210,230,-,0,5,0,11,네이버 가격비교,네이버플러스 스토어,관련문서,파워링크,함께 많이 찾는,관련문서,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,수원허리통증병원,30,130,160,-,2,5,2,7,파워링크,관련문서,건강 주제 네이버 메이트,뉴스,함께 많이 찾는,관련문서,이미지,웹문서,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,수원한의원추천,60,300,360,-,3,10,3,3,파워링크,관련문서,건강·의학 브랜드 콘텐츠,뉴스,관련문서,이미지,웹문서,,,,🤔 보류,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,수원재활센터,20,90,110,-,1,2,1,8,파워링크,관련문서,뉴스,관련문서,최신 콘텐츠노출기준,이미지,웹문서,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,수원류마티스내과,70,440,510,-,0,4,0,8,파워링크,관련문서,함께 많이 찾는,관련문서,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,수원교통사고한방병원,70,100,170,-,2,4,2,5,파워링크,관련문서,관련문서,웹문서,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,수원365의원,30,530,560,-,0,3,0,7,파워링크,뉴스,관련문서,이미지,웹문서,,,,,,🤔 보류,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,수액클리닉,20,150,170,-,0,3,0,3,파워링크,관련문서,이미지,함께 많이 찾는,관련문서,네이버 가격비교,네이버플러스 스토어,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,수액,"1,170","7,820","8,990",-,3,5,3,3,파워링크,건강 주제 네이버 메이트,네이버 클립,네이버 가격비교,네이버플러스 스토어,뉴스,함께 많이 찾는,관련문서,이미지,웹문서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
